AllTrace
Swept SA
A.27.05,N9030B
550 B1X B1Y B25 B40 DP2 DP4 EP1 FS1 FS2 FSA LFE MPB NF2 NUL P50 PFR RTL RTS RT1 ESC FT1 RCL ,01
Segment,0
Number of Points,1001
Sweep Time,0.001
Start Frequency,100000000
Stop Frequency,1000000000
Average Count,0
Average Type,LogPower(Video)
RBW,1000000
RBW Filter,Gaussian
RBW Filter BW,3dB
VBW,1000000
Sweep Type,Swept
X Axis Scale,Lin
PreAmp State,Off
PreAmp Band,Low
Trigger Source,Free
Trigger Level,1.2
Trigger Slope,Positive
Trigger Delay,0
Phase Noise Optimization,Fast
Swept If Gain,Low
FFT If Gain,Autorange
RF Coupling,DC
FFT Width,411900
Ext Ref,10000000
Input,RF
RF Calibrator,Off
Attenuation,10
Ref Level Offset,0
External Gain,0
Trace Type,Maxhold,Maxhold,Maxhold,Clearwrite,Clearwrite,Clearwrite
145000000,100.03252395312,100.0354636542,100.038403832118,-893.01029995664,-893.01029995664,-893.01029995664
145900000,100.03620680575,100.039146506831,100.039146506831,-893.01029995664,-893.01029995664,-893.01029995664
146800000,100.039889658381,100.042829836298,100.042829836298,-893.01029995664,-893.01029995664,-893.01029995664
147700000,100.03916319781,100.043572511012,100.040632809931,-893.01029995664,-893.01029995664,-893.01029995664
148600000,100.038436260401,100.044315662562,100.044315662562,-893.01029995664,-893.01029995664,-893.01029995664
149500000,100.042119113032,100.05093869311,100.047998515192,-893.01029995664,-893.01029995664,-893.01029995664
150400000,100.048741666743,100.048006860682,100.05168184466,-893.01029995664,-893.01029995664,-893.01029995664
151300000,100.049484818293,100.055364697291,100.052424519373,-893.01029995664,-893.01029995664,-893.01029995664
152200000,100.053167670924,100.056107848841,100.053167670924,-893.01029995664,-893.01029995664,-893.01029995664
153100000,100.059790701472,100.062730402552,100.059790701472,-893.01029995664,-893.01029995664,-893.01029995664
154000000,100.057593675105,100.060533853022,100.062738271204,-893.01029995664,-893.01029995664,-893.01029995664
154900000,100.063481422755,100.061276527735,100.067156406733,-893.01029995664,-893.01029995664,-893.01029995664
155800000,100.067899558283,100.067899558283,100.070839259364,-893.01029995664,-893.01029995664,-893.01029995664
156700000,100.074522111994,100.074522111994,100.077461813075,-893.01029995664,-893.01029995664,-893.01029995664
157600000,100.081144665705,100.081144665705,100.084084366785,-893.01029995664,-893.01029995664,-893.01029995664
158500000,100.081887817255,100.081887817255,100.084827518336,-893.01029995664,-893.01029995664,-893.01029995664
159400000,100.087040282008,100.088510370966,100.090715265986,-893.01029995664,-893.01029995664,-893.01029995664
160300000,100.09318933642,100.09024963534,100.09024963534,-893.01029995664,-893.01029995664,-893.01029995664
161200000,100.088438847071,100.085499145991,100.094318249232,-893.01029995664,-893.01029995664,-893.01029995664
162100000,100.089567759882,100.0925079378,100.088832953822,-893.01029995664,-893.01029995664,-893.01029995664
163000000,100.087022165553,100.087756971613,100.090697149531,-893.01029995664,-893.01029995664,-893.01029995664
163900000,100.091826062342,100.088886361262,100.088886361262,-893.01029995664,-893.01029995664,-893.01029995664
164800000,100.090015274073,100.087075572993,100.095894676234,-893.01029995664,-893.01029995664,-893.01029995664
165700000,100.087469679743,100.094083887965,100.091144186884,-893.01029995664,-893.01029995664,-893.01029995664
166600000,100.092273099696,100.095212800776,100.095212800776,-893.01029995664,-893.01029995664,-893.01029995664
167500000,100.090462311427,100.090462311427,100.087522610346,-893.01029995664,-893.01029995664,-893.01029995664
168400000,100.094530925318,100.088651523158,100.091591224238,-893.01029995664,-893.01029995664,-893.01029995664
169300000,100.095659838129,100.089780435969,100.092720137049,-893.01029995664,-893.01029995664,-893.01029995664
170200000,100.09090934878,100.09090934878,100.09090934878,-893.01029995664,-893.01029995664,-893.01029995664
171100000,100.094978439509,100.089098560511,100.094978439509,-893.01029995664,-893.01029995664,-893.01029995664
172000000,100.09316765124,100.089492667262,100.09610735232,-893.01029995664,-893.01029995664,-893.01029995664
172900000,100.094296564051,100.092826475092,100.097236265131,-893.01029995664,-893.01029995664,-893.01029995664
173800000,100.101304879023,100.092485775782,100.092485775782,-893.01029995664,-893.01029995664,-893.01029995664
174700000,100.093614688593,100.093614688593,100.098024478632,-893.01029995664,-893.01029995664,-893.01029995664
175600000,100.096213690363,100.100623003565,100.103562704646,-893.01029995664,-893.01029995664,-893.01029995664
176500000,100.098812215296,100.101751916377,100.101751916377,-893.01029995664,-893.01029995664,-893.01029995664
177400000,100.099206322047,100.101411217066,100.102146023127,-893.01029995664,-893.01029995664,-893.01029995664
178300000,100.106949919917,100.106949919917,100.106949919917,-893.01029995664,-893.01029995664,-893.01029995664
179200000,100.102199430567,100.099259729487,100.102199430567,-893.01029995664,-893.01029995664,-893.01029995664
180100000,100.106268044459,100.103328343379,100.106268044459,-893.01029995664,-893.01029995664,-893.01029995664
181000000,100.10445725619,100.10445725619,100.105926868311,-893.01029995664,-893.01029995664,-893.01029995664
181900000,100.107791064021,100.10485136294,100.108525870081,-893.01029995664,-893.01029995664,-893.01029995664
182800000,100.106715081812,100.106715081812,100.106715081812,-893.01029995664,-893.01029995664,-893.01029995664
183700000,100.110783695704,100.107109188563,100.110783695704,-893.01029995664,-893.01029995664,-893.01029995664
184600000,100.106033206355,100.108972907435,100.111913085352,-893.01029995664,-893.01029995664,-893.01029995664
185500000,100.109367014185,100.110102297083,100.113041998164,-893.01029995664,-893.01029995664,-893.01029995664
186400000,100.108291508814,100.111231209895,100.111231209895,-893.01029995664,-893.01029995664,-893.01029995664
187300000,100.115299823786,100.109420421626,100.112360122706,-893.01029995664,-893.01029995664,-893.01029995664
188200000,100.113489035517,100.112018946558,100.116428736598,-893.01029995664,-893.01029995664,-893.01029995664
189100000,100.111678247248,100.114617948328,100.117557649409,-893.01029995664,-893.01029995664,-893.01029995664
190000000,100.112807160059,100.112807160059,100.11868656222,-893.01029995664,-893.01029995664,-893.01029995664
190900000,100.116875773951,100.11320126681,100.116875773951,-893.01029995664,-893.01029995664,-893.01029995664
191800000,100.118004686762,100.118004686762,100.118004686762,-893.01029995664,-893.01029995664,-893.01029995664
192700000,100.119134076411,100.11619437533,100.119134076411,-893.01029995664,-893.01029995664,-893.01029995664
193600000,100.120262989222,100.117323288142,100.120262989222,-893.01029995664,-893.01029995664,-893.01029995664
194500000,100.117717394892,100.115512499873,100.118452200953,-893.01029995664,-893.01029995664,-893.01029995664
195400000,100.119581113764,100.116641412684,100.119581113764,-893.01029995664,-893.01029995664,-893.01029995664
196300000,100.119872700526,100.119872700526,100.119872700526,-893.01029995664,-893.01029995664,-893.01029995664
197200000,100.130249393183,100.130249393183,100.127309692103,-893.01029995664,-893.01029995664,-893.01029995664
198100000,100.134746206843,100.134746206843,100.134746206843,-893.01029995664,-893.01029995664,-893.01029995664
199000000,100.137773408381,100.13924349734,100.14218319842,-893.01029995664,-893.01029995664,-893.01029995664
199900000,100.14668001208,100.14668001208,100.14961971316,-893.01029995664,-893.01029995664,-893.01029995664
200800000,100.151176825739,100.15411652682,100.151176825739,-893.01029995664,-893.01029995664,-893.01029995664
201700000,100.161553518397,100.158613817316,100.160083429438,-893.01029995664,-893.01029995664,-893.01029995664
202600000,100.168990033137,100.162375824915,100.168990033137,-893.01029995664,-893.01029995664,-893.01029995664
203500000,100.170547622553,100.167607444636,100.177896636836,-893.01029995664,-893.01029995664,-893.01029995664
204400000,100.175044436213,100.175044436213,100.175044436213,-893.01029995664,-893.01029995664,-893.01029995664
205300000,100.184685845973,100.182480950953,100.179541249873,-893.01029995664,-893.01029995664,-893.01029995664
206200000,100.18697824145,100.18991794253,100.18697824145,-893.01029995664,-893.01029995664,-893.01029995664
207100000,100.191475055109,100.191475055109,100.191475055109,-893.01029995664,-893.01029995664,-893.01029995664
208000000,100.198911569849,100.195971868769,100.195971868769,-893.01029995664,-893.01029995664,-893.01029995664
208900000,100.200469159266,100.200469159266,100.203408860346,-893.01029995664,-893.01029995664,-893.01029995664
209800000,100.204965972926,100.202026271845,100.202026271845,-893.01029995664,-893.01029995664,-893.01029995664
210700000,100.209462786585,100.206523085505,100.206523085505,-893.01029995664,-893.01029995664,-893.01029995664
211600000,100.213960077082,100.211019899165,100.213224794184,-893.01029995664,-893.01029995664,-893.01029995664
212500000,100.215517189661,100.215517189661,100.218456890742,-893.01029995664,-893.01029995664,-893.01029995664
213400000,100.217074302241,100.217074302241,100.220014003321,-893.01029995664,-893.01029995664,-893.01029995664
214300000,100.21863141482,100.21569171374,100.2215711159,-893.01029995664,-893.01029995664,-893.01029995664
215200000,100.222393422419,100.220189004237,100.223128705317,-893.01029995664,-893.01029995664,-893.01029995664
216100000,100.221746116816,100.218806415736,100.224685817896,-893.01029995664,-893.01029995664,-893.01029995664
217000000,100.223303229395,100.226242930476,100.226242930476,-893.01029995664,-893.01029995664,-893.01029995664
217900000,100.227800043055,100.221920640894,100.226330430933,-893.01029995664,-893.01029995664,-893.01029995664
218800000,100.225682648493,100.223477753474,100.229357632472,-893.01029995664,-893.01029995664,-893.01029995664
219700000,100.22503534289,100.22503534289,100.22503534289,-893.01029995664,-893.01029995664,-893.01029995664
220600000,100.22659245547,100.22953215655,100.22953215655,-893.01029995664,-893.01029995664,-893.01029995664
221500000,100.225209866969,100.231089269129,100.231089269129,-893.01029995664,-893.01029995664,-893.01029995664
222400000,100.229706680628,100.229706680628,100.229706680628,-893.01029995664,-893.01029995664,-893.01029995664
223300000,100.231264270045,100.228324092127,100.225384391047,-893.01029995664,-893.01029995664,-893.01029995664
224200000,100.226941980463,100.224001802546,100.229881681544,-893.01029995664,-893.01029995664,-893.01029995664
225100000,100.228499093043,100.222619690882,100.228499093043,-893.01029995664,-893.01029995664,-893.01029995664
226000000,100.227116504542,100.224176803462,100.230056205622,-893.01029995664,-893.01029995664,-893.01029995664
226900000,100.225733916041,100.225733916041,100.225733916041,-893.01029995664,-893.01029995664,-893.01029995664
227800000,100.230230729701,100.22141162646,100.230230729701,-893.01029995664,-893.01029995664,-893.01029995664
228700000,100.222968739039,100.225908440119,100.225908440119,-893.01029995664,-893.01029995664,-893.01029995664
229600000,100.224526328455,100.227466029536,100.224526328455,-893.01029995664,-893.01029995664,-893.01029995664
230500000,100.223143739954,100.220204038874,100.223143739954,-893.01029995664,-893.01029995664,-893.01029995664
231400000,100.221761151453,100.221761151453,100.224700852534,-893.01029995664,-893.01029995664,-893.01029995664
232300000,100.223318264033,100.217438861872,100.218908473994,-893.01029995664,-893.01029995664,-893.01029995664
233200000,100.218995974452,100.218995974452,100.221935675532,-893.01029995664,-893.01029995664,-893.01029995664
234100000,100.217613385951,100.217613385951,100.220553087031,-893.01029995664,-893.01029995664,-893.01029995664
235000000,100.213291096369,100.213291096369,100.21623079745,-893.01029995664,-893.01029995664,-893.01029995664
235900000,100.211908507868,100.208968806788,100.217788386866,-893.01029995664,-893.01029995664,-893.01029995664
236800000,100.213466097285,100.207586695124,100.216405798365,-893.01029995664,-893.01029995664,-893.01029995664
237700000,100.209143807703,100.206204106623,100.211348702723,-893.01029995664,-893.01029995664,-893.01029995664
238600000,100.210700920283,100.201881817042,100.210700920283,-893.01029995664,-893.01029995664,-893.01029995664
239500000,100.200499228541,100.200499228541,100.206378630701,-893.01029995664,-893.01029995664,-893.01029995664
240400000,100.19911664004,100.19911664004,100.20205634112,-893.01029995664,-893.01029995664,-893.01029995664
241300000,100.194794350459,100.197734051539,100.197734051539,-893.01029995664,-893.01029995664,-893.01029995664
242200000,100.19385426684,100.19091456576,100.196793967921,-893.01029995664,-893.01029995664,-893.01029995664
243100000,100.19776552447,100.191886122309,100.19776552447,-893.01029995664,-893.01029995664,-893.01029995664
244000000,100.195797379939,100.192122872797,100.201676782099,-893.01029995664,-893.01029995664,-893.01029995664
244900000,100.196768936488,100.193094429347,100.199708637568,-893.01029995664,-893.01029995664,-893.01029995664
245800000,100.194800791956,100.197740493037,100.200680194117,-893.01029995664,-893.01029995664,-893.01029995664
246700000,100.195772348505,100.195772348505,100.201651750666,-893.01029995664,-893.01029995664,-893.01029995664
247600000,100.196743905055,100.202623307215,100.205563008295,-893.01029995664,-893.01029995664,-893.01029995664
248500000,100.194775760523,100.197715461604,100.203594863764,-893.01029995664,-893.01029995664,-893.01029995664
249400000,100.195747317072,100.195747317072,100.204566420313,-893.01029995664,-893.01029995664,-893.01029995664
250300000,100.193779172541,100.193779172541,100.205537976862,-893.01029995664,-893.01029995664,-893.01029995664
251200000,100.19475072909,100.19475072909,100.197690430171,-893.01029995664,-893.01029995664,-893.01029995664
252100000,100.195722285639,100.195722285639,100.2016016878,-893.01029995664,-893.01029995664,-893.01029995664
253000000,100.196693842188,100.196693842188,100.205513422266,-893.01029995664,-893.01029995664,-893.01029995664
253900000,100.197665398737,100.200605099818,100.203544800898,-893.01029995664,-893.01029995664,-893.01029995664
254800000,100.201576656367,100.195697254206,100.204516357447,-893.01029995664,-893.01029995664,-893.01029995664
255700000,100.199608511836,100.196668810755,100.205488390833,-893.01029995664,-893.01029995664,-893.01029995664
256600000,100.203519769465,100.199110456263,100.206459947382,-893.01029995664,-893.01029995664,-893.01029995664
257500000,100.201551624934,100.204491802851,100.207431503931,-893.01029995664,-893.01029995664,-893.01029995664
258400000,100.202523181483,100.199583480402,100.208403060481,-893.01029995664,-893.01029995664,-893.01029995664
259300000,100.206434915949,100.203494738032,100.20937461703,-893.01029995664,-893.01029995664,-893.01029995664
260200000,100.207406472498,100.207406472498,100.213285874659,-893.01029995664,-893.01029995664,-893.01029995664
261100000,100.208378029047,100.211317730128,100.217197132288,-893.01029995664,-893.01029995664,-893.01029995664
262000000,100.209349585597,100.211554480616,100.215228987757,-893.01029995664,-893.01029995664,-893.01029995664
262900000,100.213260843226,100.213260843226,100.216200544306,-893.01029995664,-893.01029995664,-893.01029995664
263800000,100.214232399775,100.214232399775,100.220111801936,-893.01029995664,-893.01029995664,-893.01029995664
264700000,100.215203956324,100.218143657404,100.224023059565,-893.01029995664,-893.01029995664,-893.01029995664
265600000,100.217645601832,100.219115213953,100.224994616114,-893.01029995664,-893.01029995664,-893.01029995664
266500000,100.218617158381,100.220086770503,100.225966172663,-893.01029995664,-893.01029995664,-893.01029995664
267400000,100.221058327052,100.221058327052,100.229877430293,-893.01029995664,-893.01029995664,-893.01029995664
268300000,100.222029883601,100.224969584681,100.233789164759,-893.01029995664,-893.01029995664,-893.01029995664
269200000,100.228625734431,100.22274633227,100.231565435511,-893.01029995664,-893.01029995664,-893.01029995664
270100000,100.228448590266,100.225508889185,100.234328469264,-893.01029995664,-893.01029995664,-893.01029995664
271000000,100.225332221858,100.225332221858,100.234151325098,-893.01029995664,-893.01029995664,-893.01029995664
271900000,100.231034479853,100.228094778773,100.233974180933,-893.01029995664,-893.01029995664,-893.01029995664
272800000,100.227917634608,100.229387723566,100.230857335688,-893.01029995664,-893.01029995664,-893.01029995664
273700000,100.23068066836,100.23068066836,100.233620369441,-893.01029995664,-893.01029995664,-893.01029995664
274600000,100.230503524195,100.233443225275,100.237853015315,-893.01029995664,-893.01029995664,-893.01029995664
275500000,100.23326608111,100.22738667895,100.236206259028,-893.01029995664,-893.01029995664,-893.01029995664
276400000,100.231619324824,100.233089413783,100.236029114863,-893.01029995664,-893.01029995664,-893.01029995664
277300000,100.235851970698,100.229972568537,100.241731372858,-893.01029995664,-893.01029995664,-893.01029995664
278200000,100.235204188258,100.231529681117,100.241083590418,-893.01029995664,-893.01029995664,-893.01029995664
279100000,100.232317178523,100.232317178523,100.235256879603,-893.01029995664,-893.01029995664,-893.01029995664
280000000,100.226490467707,100.229430168787,100.235309570948,-893.01029995664,-893.01029995664,-893.01029995664
280900000,100.223603457972,100.226543159052,100.229482860133,-893.01029995664,-893.01029995664,-893.01029995664
281800000,100.220716448237,100.220716448237,100.229535551478,-893.01029995664,-893.01029995664,-893.01029995664
282700000,100.220769139582,100.217829438502,100.226648541743,-893.01029995664,-893.01029995664,-893.01029995664
283600000,100.217882129847,100.217882129847,100.223761532008,-893.01029995664,-893.01029995664,-893.01029995664
284500000,100.214995120112,100.217934821192,100.223814223353,-893.01029995664,-893.01029995664,-893.01029995664
285400000,100.217987512537,100.215047811457,100.219457124659,-893.01029995664,-893.01029995664,-893.01029995664
286300000,100.215100502802,100.215100502802,100.220979904963,-893.01029995664,-893.01029995664,-893.01029995664
287200000,100.216622806269,100.212213493067,100.221032596308,-893.01029995664,-893.01029995664,-893.01029995664
288100000,100.215205885493,100.213735796534,100.218145586573,-893.01029995664,-893.01029995664,-893.01029995664
289000000,100.212318875758,100.214523770777,100.224077680079,-893.01029995664,-893.01029995664,-893.01029995664
289900000,100.215311268183,100.218250969264,100.221190670344,-893.01029995664,-893.01029995664,-893.01029995664
290800000,100.215363959528,100.218303660609,100.221243361689,-893.01029995664,-893.01029995664,-893.01029995664
291700000,100.218356351954,100.215416650874,100.224235754115,-893.01029995664,-893.01029995664,-893.01029995664
292600000,100.218409043299,100.221348744379,100.221348744379,-893.01029995664,-893.01029995664,-893.01029995664
293500000,100.221401435725,100.221401435725,100.222871524683,-893.01029995664,-893.01029995664,-893.01029995664
294400000,100.22145412707,100.222924216029,100.22439382815,-893.01029995664,-893.01029995664,-893.01029995664
295300000,100.224446519495,100.221506818415,100.221506818415,-893.01029995664,-893.01029995664,-893.01029995664
296200000,100.224499210841,100.227438911921,100.227438911921,-893.01029995664,-893.01029995664,-893.01029995664
297100000,100.223082290064,100.227491603266,100.230431781184,-893.01029995664,-893.01029995664,-893.01029995664
298000000,100.227544294611,100.227544294611,100.230484472529,-893.01029995664,-893.01029995664,-893.01029995664
298900000,100.227597462794,100.229067074915,100.236416566035,-893.01029995664,-893.01029995664,-893.01029995664
299800000,100.242348659541,100.237938869502,100.2335295563,-893.01029995664,-893.01029995664,-893.01029995664
300700000,100.239391261927,100.240861350886,100.240861350886,-893.01029995664,-893.01029995664,-893.01029995664
301600000,100.238934042231,100.237464430109,100.244813444392,-893.01029995664,-893.01029995664,-893.01029995664
302500000,100.239946434657,100.239211628596,100.242886135737,-893.01029995664,-893.01029995664,-893.01029995664
303400000,100.240958827082,100.239489214961,100.240958827082,-893.01029995664,-893.01029995664,-893.01029995664
304300000,100.239031518427,100.241971219508,100.239031518427,-893.01029995664,-893.01029995664,-893.01029995664
305200000,100.240043910853,100.24298408877,100.241513999812,-893.01029995664,-893.01029995664,-893.01029995664
306100000,100.241056780116,100.236646990076,100.238851885096,-893.01029995664,-893.01029995664,-893.01029995664
307000000,100.242069172541,100.237659382502,100.23618977038,-893.01029995664,-893.01029995664,-893.01029995664
307900000,100.237202162806,100.237202162806,100.238671774928,-893.01029995664,-893.01029995664,-893.01029995664
308800000,100.237479272334,100.241154256312,100.238214555232,-893.01029995664,-893.01029995664,-893.01029995664
309700000,100.245106349818,100.236287246577,100.242166648737,-893.01029995664,-893.01029995664,-893.01029995664
310600000,100.235829550044,100.238769251124,100.240239340083,-893.01029995664,-893.01029995664,-893.01029995664
311500000,100.241251732508,100.238312031428,100.241251732508,-893.01029995664,-893.01029995664,-893.01029995664
312400000,100.239324423853,100.239324423853,100.236384722773,-893.01029995664,-893.01029995664,-893.01029995664
313300000,100.243276517359,100.240336816279,100.237397115199,-893.01029995664,-893.01029995664,-893.01029995664
314200000,100.242819297663,100.244289386622,100.235469806544,-893.01029995664,-893.01029995664,-893.01029995664
315100000,100.23942190005,100.245301779047,100.235012586848,-893.01029995664,-893.01029995664,-893.01029995664
316000000,100.243374470393,100.243374470393,100.237494591395,-893.01029995664,-893.01029995664,-893.01029995664
316900000,100.244386862818,100.24585647494,100.241447161738,-893.01029995664,-893.01029995664,-893.01029995664
317800000,100.245399255244,100.245399255244,100.238784570185,-893.01029995664,-893.01029995664,-893.01029995664
318700000,100.244941558711,100.24935134875,100.24200185763,-893.01029995664,-893.01029995664,-893.01029995664
319600000,100.250363741175,100.247424040095,100.241544637934,-893.01029995664,-893.01029995664,-893.01029995664
320500000,100.251376133601,100.24843643252,100.24549673144,-893.01029995664,-893.01029995664,-893.01029995664
321400000,100.250918913905,100.252388526026,100.249448824946,-893.01029995664,-893.01029995664,-893.01029995664
322300000,100.253401395289,100.256341096369,100.250461694209,-893.01029995664,-893.01029995664,-893.01029995664
323200000,100.260293189875,100.257353488795,100.251474086634,-893.01029995664,-893.01029995664,-893.01029995664
324100000,100.261305582301,100.25836588122,100.25542618014,-893.01029995664,-893.01029995664,-893.01029995664
325000000,100.262317974726,100.262317974726,100.253498871485,-893.01029995664,-893.01029995664,-893.01029995664
325900000,100.260390666071,100.26186075503,100.257450964991,-893.01029995664,-893.01029995664,-893.01029995664
326800000,100.264342759577,100.264342759577,100.256993745295,-893.01029995664,-893.01029995664,-893.01029995664
327700000,100.26535562884,100.262415450922,100.259475749842,-893.01029995664,-893.01029995664,-893.01029995664
328600000,100.263428320185,100.263428320185,100.260488142268,-893.01029995664,-893.01029995664,-893.01029995664
329500000,100.264440712611,100.264440712611,100.26150101153,-893.01029995664,-893.01029995664,-893.01029995664
330400000,100.262513403956,100.263983016077,100.262513403956,-893.01029995664,-893.01029995664,-893.01029995664
331300000,100.266465497462,100.263525796381,100.260586095301,-893.01029995664,-893.01029995664,-893.01029995664
332200000,100.263803382746,100.261598487727,100.258658786646,-893.01029995664,-893.01029995664,-893.01029995664
333100000,100.265550581233,100.262610880152,100.256731477992,-893.01029995664,-893.01029995664,-893.01029995664
